formula,reagent,detection,instrument,phase,environment,setting,biome,reference,doi,note
C17H21ClO6,I-,deprot,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 275 条 | 原文离子式: C17H20ClO6-，原文 m/z 355.095 Th（[M-H]-，算得 355.095，Δ 0.4 mDa） | DBE 7，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H12ClNO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 276 条 | 原文离子式: C10H12NClIO3-，原文 m/z 355.956 Th（[M+I]-，算得 355.956，Δ 0.4 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H15NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 277 条 | 原文离子式: C10H15NIO5-，原文 m/z 356.0 Th（[M+I]-，算得 356.000，Δ 0.0 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C11H12Cl2O,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 279 条 | 原文离子式: C11H12Cl2IO-，原文 m/z 356.932 Th（[M+I]-，算得 356.932，Δ 0.5 mDa） | DBE 5，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C11H15ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 280 条 | 原文离子式: C11H15ClIO3-，原文 m/z 356.976 Th（[M+I]-，算得 356.976，Δ 0.0 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C12H16Cl2O8,I-,deprot,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 281 条 | 原文离子式: C12H15Cl2O8-，原文 m/z 357.015 Th（[M-H]-，算得 357.015，Δ 0.1 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C16H19ClO7,I-,deprot,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 282 条 | 原文离子式: C16H18ClO7-，原文 m/z 357.075 Th（[M-H]-，算得 357.075，Δ 0.3 mDa） | DBE 7，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H13NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 283 条 | 原文离子式: C9H13NIO6-，原文 m/z 357.979 Th（[M+I]-，算得 357.979，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H15O6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 284 条 | 原文离子式: C10H15IO6-，原文 m/z 357.992 Th（[M+I]-，算得 357.992，Δ 0.1 mDa） | DBE 3.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H17NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 285 条 | 原文离子式: C10H17NIO5-，原文 m/z 358.016 Th（[M+I]-，算得 358.016，Δ 0.3 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H8Cl2NO2,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 286 条 | 原文离子式: C9H8NCl2IO2-，原文 m/z 358.898 Th（[M+I]-，算得 358.898，Δ 0.2 mDa） | DBE 4.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H13ClO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 287 条 | 原文离子式: C10H13ClIO4-，原文 m/z 358.955 Th（[M+I]-，算得 358.955，Δ 0.3 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H12O7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 288 条 | 原文离子式: C9H12IO7-，原文 m/z 358.963 Th（[M+I]-，算得 358.963，Δ 0.3 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H16O6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 289 条 | 原文离子式: C10H16IO6-，原文 m/z 359.0 Th（[M+I]-，算得 359.000，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H6ClO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 290 条 | 原文离子式: C8H6ClIO6-，原文 m/z 359.89 Th（[M+I]-，算得 359.890，Δ 0.3 mDa） | DBE 5.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H14ClO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 291 条 | 原文离子式: C10H14ClIO4-，原文 m/z 359.963 Th（[M+I]-，算得 359.963，Δ 0.1 mDa） | DBE 3.5，半整数 ⇒ 开壳层自由基 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H15NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 292 条 | 原文离子式: C9H15NIO6-，原文 m/z 359.995 Th（[M+I]-，算得 359.995，Δ 0.0 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H19NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 293 条 | 原文离子式: C10H19NIO5-，原文 m/z 360.031 Th（[M+I]-，算得 360.031，Δ 0.3 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H15ClO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 294 条 | 原文离子式: C10H15ClIO4-，原文 m/z 360.971 Th（[M+I]-，算得 360.971，Δ 0.1 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C10H18O6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 295 条 | 原文离子式: C10H18IO6-，原文 m/z 361.015 Th（[M+I]-，算得 361.015，Δ 0.4 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H9NO8,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 296 条 | 原文离子式: C7H9NIO8-，原文 m/z 361.938 Th（[M+I]-，算得 361.938，Δ 0.2 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H13NO7,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 297 条 | 原文离子式: C8H13NIO7-，原文 m/z 361.974 Th（[M+I]-，算得 361.974，Δ 0.2 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C9H17NO6,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 298 条 | 原文离子式: C9H17NIO6-，原文 m/z 362.011 Th（[M+I]-，算得 362.011，Δ 0.4 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C12H9ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 299 条 | 原文离子式: C12H9ClIO3-，原文 m/z 362.929 Th（[M+I]-，算得 362.929，Δ 0.0 mDa） | DBE 8，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C8H12O8,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 300 条 | 原文离子式: C8H12IO8-，原文 m/z 362.958 Th（[M+I]-，算得 362.958，Δ 0.2 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
